date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,RSI14,BB_upper,BB_lower,KD落入20以下,出現黃金交叉,趨勢向上非鈍化
2021-10-06,871.0,5437206,-275,85,-64,-254,,17.44,26.68,37.37,967.5,864.6,True,False,False
2021-10-07,911.0,7536884,2611,22,88,2720,,28.0,27.12,48.25,967.6,865.3,True,True,False
2021-10-08,910.0,4815175,1484,29,-68,1446,,34.75,29.66,48.03,967.54,865.16,False,False,False
2021-10-12,887.0,9179159,-950,70,-94,-973,,35.29,31.54,43.06,968.09,863.21,False,False,False
2021-10-13,862.0,5792133,-2745,132,6,-2607,,26.86,29.98,38.41,969.91,855.09,False,False,False
2021-10-14,840.0,8950553,-3097,53,-74,-3117,,18.29,26.08,34.85,973.56,842.74,False,False,False
2021-10-15,857.0,6522822,-922,-1,77,-845,,19.17,23.78,39.52,970.18,837.12,True,False,False
2021-10-18,867.0,6064288,1360,-122,109,1347,,23.63,23.73,42.15,966.99,833.51,True,False,False
2021-10-19,898.0,6912775,2037,-76,153,2115,,38.62,28.7,49.48,962.93,833.77,False,True,False
2021-10-20,901.0,4559291,940,94,-33,1001,,49.78,35.72,50.13,957.97,834.83,False,False,False
2021-10-21,913.0,6120161,1510,47,96,1653,,61.87,44.44,52.78,958.18,834.82,False,False,False
2021-10-22,926.0,4750886,2254,208,-1,2462,,74.58,54.49,55.54,959.61,834.49,False,False,False
2021-10-25,938.0,5842189,1041,70,42,1153,,81.15,63.37,57.98,962.39,833.51,False,False,False
2021-10-26,946.0,6475143,1020,7,85,1113,,85.66,70.8,59.57,959.37,835.23,False,False,False
2021-10-27,942.0,8154279,1699,-3,-221,1475,,85.64,75.75,58.38,955.88,837.22,False,False,False
2021-10-28,936.0,3849136,176,-30,-164,-19,,82.94,78.15,56.55,959.22,836.18,False,False,False
2021-10-29,913.0,5549918,-986,-15,-67,-1068,,71.19,75.83,50.08,959.93,836.27,False,False,False
2021-11-01,922.0,2963703,39,-12,64,91,,59.74,70.46,52.38,962.34,837.56,False,False,False
2021-11-02,928.0,2965080,538,-47,-3,487,,54.98,65.3,53.9,965.24,838.26,False,False,False
2021-11-03,932.0,3089194,982,-34,-15,933,,53.32,61.31,54.94,967.65,842.35,False,False,False
2021-11-04,928.0,3142300,276,-24,-30,222,,46.66,56.42,53.64,969.16,846.54,False,False,False
2021-11-05,940.0,3922770,1521,-81,34,1474,,51.1,54.65,56.92,972.27,846.33,False,False,True
2021-11-08,980.0,10948581,4454,133,447,5034,,65.97,58.42,65.65,983.27,842.33,False,True,True
2021-11-09,978.0,7326160,1483,-8,-105,1370,,68.89,61.91,64.95,992.41,842.29,False,False,True
2021-11-10,958.0,3607273,-1243,27,78,-1138,,63.17,62.33,58.18,994.54,849.76,False,False,True
2021-11-11,954.0,3976455,200,45,42,286,,56.97,60.54,56.9,990.27,865.43,False,False,True
2021-11-12,983.0,4506624,1652,16,13,1682,,64.32,61.8,63.21,991.7,876.6,False,True,True
2021-11-15,1025.0,11863385,4104,123,254,4481,,73.15,65.59,70.04,1004.0,880.1,False,False,True
2021-11-16,1035.0,5968762,574,324,267,1165,,79.3,70.16,71.4,1019.97,877.83,False,False,True
2021-11-17,1030.0,7313793,-1031,702,134,-195,,76.07,72.13,69.7,1031.36,879.34,False,False,True
2021-11-18,1085.0,13199272,2077,288,288,2654,,81.0,75.08,76.38,1056.83,871.07,False,False,True
2021-11-19,1090.0,10562661,676,195,35,906,,81.9,77.35,76.88,1078.85,865.45,False,False,True
2021-11-22,1080.0,5357065,32,108,87,227,,80.68,78.46,73.53,1094.91,863.59,False,False,True
2021-11-23,1055.0,6209563,-76,71,-119,-123,,75.35,77.42,65.82,1103.98,865.42,False,False,True
2021-11-24,1040.0,4303829,-294,19,77,-198,,67.3,74.05,61.64,1109.54,869.66,False,False,True
2021-11-25,1035.0,3042360,-71,21,-59,-109,,54.59,67.56,60.26,1113.34,875.76,False,False,True
2021-11-26,1005.0,4570424,-295,-35,-288,-618,,38.81,57.98,52.68,1111.6,886.7,False,False,True
2021-11-29,1030.0,3878731,925,-25,84,984,,35.95,50.64,57.48,1111.65,897.45,False,False,True
2021-11-30,1010.0,8407302,-419,-101,48,-471,,28.88,43.39,52.86,1109.5,907.8,False,False,True
2021-12-01,1065.0,6547926,1920,13,72,2004,,38.37,41.71,61.93,1112.34,918.26,False,False,True
2021-12-02,1080.0,7194120,2204,107,-549,1762,,50.51,44.65,63.96,1114.83,930.97,False,True,True
2021-12-03,1060.0,4782312,-382,500,-20,98,,56.91,48.73,59.4,1113.41,944.39,False,False,True
2021-12-06,1085.0,4650774,-296,2,-95,-388,,69.59,55.69,62.96,1118.91,949.39,False,False,True
2021-12-07,1065.0,6286966,-1275,49,71,-1155,,71.31,60.89,58.54,1120.0,957.0,False,False,True
2021-12-08,1095.0,7553331,3146,-9,52,3190,,76.67,66.15,62.76,1121.19,969.51,False,False,True
2021-12-09,1085.0,3406357,-116,104,-38,-50,,77.44,69.92,60.55,1116.29,987.51,False,False,True
2021-12-10,1075.0,3190902,-492,-11,11,-492,,73.3,71.04,58.33,1112.8,1000.2,False,False,True
2021-12-13,1075.0,3450664,670,20,-76,614,,70.53,70.87,58.33,1113.83,1004.17,False,False,True
2021-12-14,1070.0,4197956,843,340,-146,1036,,61.31,67.68,57.12,1114.58,1006.92,False,False,True
2021-12-15,1060.0,3025297,82,14,-47,49,,50.39,61.92,54.67,1114.11,1010.39,False,False,True
2021-12-16,1090.0,3900955,853,1,172,1027,,57.41,60.42,60.18,1114.87,1010.13,False,False,True
2021-12-17,1075.0,5577386,-333,-66,32,-367,,53.66,58.16,56.49,1112.87,1010.63,False,False,True
2021-12-20,1055.0,3333615,-749,-34,-96,-878,,40.9,52.41,51.91,1110.96,1010.04,False,False,True
2021-12-21,1090.0,4476757,1078,-20,-70,987,,50.34,51.72,58.28,1114.31,1010.19,False,False,True
2021-12-22,1085.0,1375244,60,-25,1,37,,54.07,52.5,57.12,1116.4,1012.6,False,True,True
2021-12-23,1095.0,2771095,420,-72,91,439,,61.69,55.57,58.89,1119.16,1015.84,False,False,True
2021-12-24,1120.0,5416247,1260,-29,346,1577,,70.54,60.56,63.0,1121.07,1025.43,False,False,True
2021-12-27,1145.0,8596153,-95,187,526,618,,70.84,63.98,66.59,1132.27,1025.73,False,False,True
2021-12-28,1175.0,5042669,284,188,-104,368,,77.99,68.65,70.32,1146.32,1028.18,False,False,True
2021-12-29,1185.0,5160937,233,249,52,533,,81.88,73.06,71.46,1165.67,1020.83,False,False,True
2021-12-30,1190.0,3858894,605,100,-46,660,,85.62,77.25,72.04,1182.72,1014.78,False,False,True
2022-01-03,1150.0,7574367,153,12,109,274,,75.47,76.66,61.31,1188.12,1018.38,False,False,True
2022-01-04,1165.0,6761854,1984,-64,20,1940,,71.3,74.87,63.51,1195.95,1018.55,False,False,True
2022-01-05,1175.0,7170388,1325,108,-138,1294,,70.61,73.45,64.94,1204.03,1021.47,False,False,True
2022-01-06,1135.0,8411284,-1684,35,190,-1458,,58.19,68.36,55.57,1206.14,1023.36,False,False,True
2022-01-07,1100.0,8690396,786,-137,-30,620,,41.46,59.39,48.91,1206.11,1024.89,False,False,True
2022-01-10,1095.0,7452615,-2139,67,76,-1995,,33.39,50.72,48.03,1205.65,1027.35,False,False,True
2022-01-11,1080.0,4807940,-298,15,-48,-331,,25.59,42.35,45.38,1205.44,1028.06,False,False,True
2022-01-12,1085.0,3084290,-158,14,-2,-146,,21.5,35.4,46.44,1204.77,1030.23,False,False,True
2022-01-13,1100.0,5091825,428,38,-6,461,,22.11,30.97,49.6,1202.97,1036.03,False,False,True
2022-01-14,1065.0,5753681,-904,81,-230,-1054,,17.21,26.38,43.19,1204.29,1032.21,False,False,True
2022-01-17,1115.0,5568468,64,-103,199,160,,26.29,26.35,52.61,1203.88,1036.62,True,False,True
2022-01-18,1105.0,4961195,185,268,202,656,,34.19,28.97,50.8,1200.99,1044.51,False,True,True
2022-01-19,1100.0,4814508,712,33,-578,168,,39.46,32.46,49.87,1200.73,1045.77,False,False,True
2022-01-20,1090.0,5412066,-308,-119,9,-417,,39.27,34.73,47.99,1200.49,1046.51,False,False,True
2022-01-21,1070.0,6033179,-640,109,26,-505,,31.74,33.73,44.38,1201.95,1042.55,False,False,True
2022-01-24,1090.0,5104728,-647,457,-97,-287,,35.19,34.22,48.55,1201.75,1039.75,False,True,True
2022-01-25,1085.0,4536083,-1025,91,0,-934,,35.74,34.73,47.59,1199.41,1036.09,False,False,True
2022-01-26,1075.0,5220488,-1283,191,333,-759,,32.6,34.02,45.64,1191.86,1033.64,False,False,True
2022-02-07,1100.0,18948207,2338,1180,60,3578,,39.28,35.77,51.03,1180.03,1036.97,False,True,True
2022-02-08,1095.0,9138912,2800,-97,-22,2681,,41.97,37.84,49.96,1164.26,1043.24,False,False,True
2022-02-09,1130.0,8215520,3370,251,-99,3522,,59.36,45.01,56.78,1160.65,1044.85,False,False,True
2022-02-10,1160.0,8726429,2065,158,-123,2100,,71.45,53.83,61.6,1159.3,1045.7,False,False,True
2022-02-11,1150.0,5058227,573,32,-83,523,,75.41,61.02,59.23,1152.12,1050.38,False,False,True
2022-02-14,1105.0,5789679,-1096,9,-97,-1183,,65.55,62.53,49.91,1148.14,1051.36,False,False,True
2022-02-15,1100.0,3322875,-301,62,6,-234,,53.7,59.59,48.99,1148.14,1051.36,False,False,True
2022-02-16,1130.0,2940602,217,103,-27,293,,55.8,58.33,54.43,1151.67,1051.33,False,False,True
2022-02-17,1130.0,3047582,1026,-66,23,983,,56.5,57.72,54.43,1154.64,1053.36,False,False,True
2022-02-18,1120.0,2777044,442,68,27,537,,50.17,55.2,52.27,1156.04,1055.46,False,False,True
2022-02-21,1130.0,3249940,-17,11,399,393,,50.11,53.5,54.22,1158.6,1055.9,False,False,True
2022-02-22,1110.0,4981430,-1504,268,-332,-1567,,41.74,49.58,49.83,1156.84,1062.16,False,False,True
2022-02-23,1120.0,3590396,168,-29,-48,91,,40.33,46.5,51.93,1157.26,1062.24,False,False,True
2022-02-24,1060.0,8155250,-2039,200,-109,-1948,,28.97,40.65,40.89,1159.97,1055.03,False,False,False
2022-02-25,1085.0,7392515,-604,227,-73,-450,,31.81,37.71,46.04,1160.09,1053.41,False,False,False
2022-03-01,1100.0,5544370,179,75,102,356,,39.96,38.46,48.91,1160.11,1054.39,False,True,True
2022-03-02,1080.0,3703428,-1212,-92,140,-1163,,37.06,37.99,45.44,1159.3,1056.2,False,False,False
2022-03-03,1080.0,3873104,-968,-326,38,-1257,,35.12,37.03,45.44,1159.71,1054.79,False,False,False
2022-03-04,1025.0,6621209,-1716,-678,-132,-2526,,23.41,32.49,37.04,1167.77,1040.73,False,False,False
2022-03-07,972.0,11348964,-2740,410,-131,-2461,,16.05,27.01,31.08,1185.27,1012.93,False,False,False
2022-03-08,963.0,7471419,-1585,343,-11,-1253,,14.47,22.83,30.2,1197.73,986.77,True,False,False
2022-03-09,966.0,6282516,-1720,78,56,-1587,,13.98,19.88,30.9,1205.41,966.19,True,False,False
2022-03-10,995.0,5992358,13,61,31,105,,19.11,19.62,37.51,1203.3,954.8,True,False,False
2022-03-11,963.0,6396559,-2137,-223,-57,-2417,,16.51,18.58,33.68,1197.6,940.8,True,False,False
2022-03-14,944.0,8927797,-2599,-168,5,-2762,,12.95,16.71,31.62,1192.93,924.87,True,False,False
2022-03-15,904.0,10994846,-2978,-244,-67,-3289,,9.14,14.18,27.77,1197.65,900.05,True,False,False
2022-03-16,907.0,7790859,-2084,-58,-52,-2194,,7.55,11.97,28.47,1198.69,879.71,True,False,False
2022-03-17,968.0,9926344,1270,23,223,1516,,26.62,16.86,41.06,1187.6,874.6,True,True,False
2022-03-18,969.0,7194385,102,-71,-188,-157,,39.65,24.45,41.24,1174.61,871.49,False,False,False
2022-03-21,978.0,4146781,527,-231,-116,180,,51.2,33.37,42.95,1161.58,870.32,False,False,False
2022-03-22,975.0,3993632,-672,-62,66,-668,,57.94,41.56,42.51,1144.47,871.93,False,False,False
2022-03-23,977.0,4955261,-342,1,168,-173,,64.29,49.14,42.93,1129.64,873.46,False,False,False
2022-03-24,972.0,4765504,266,-84,-1,181,,68.13,55.47,42.09,1109.93,878.37,False,False,False
2022-03-25,971.0,5031201,-247,-124,-93,-463,,70.33,60.42,41.92,1101.6,877.8,False,False,False
2022-03-28,964.0,2814908,-723,31,29,-663,,69.34,63.39,40.64,1086.58,880.72,False,False,False
2022-03-29,912.0,14174826,-6849,-331,-54,-7234,,49.49,58.76,32.66,1066.19,882.31,False,False,False
2022-03-30,915.0,11786348,-3202,-745,335,-3612,,37.34,51.62,33.47,1046.94,885.06,False,False,False
2022-03-31,905.0,8830610,-2814,121,-15,-2707,,26.65,43.3,32.09,1022.65,891.85,False,False,False
2022-04-01,900.0,11812480,-4405,331,-83,-4157,,20.05,35.55,31.38,1012.94,889.06,False,False,False
2022-04-06,882.0,14330964,-2835,149,114,-2571,,19.8,30.3,28.93,1014.77,878.23,False,False,False
2022-04-07,850.0,19182221,-6178,226,-122,-6074,,13.2,24.6,25.17,1021.03,860.67,True,False,False
2022-04-08,840.0,14333839,-5494,376,132,-4986,,10.21,19.8,24.12,1025.49,843.61,True,False,False
2022-04-11,836.0,6422208,-2206,343,-101,-1964,,7.81,15.81,23.69,1022.93,830.27,True,False,False
2022-04-12,842.0,8125095,-2506,-7,150,-2362,,8.52,13.38,25.82,1022.3,818.8,True,False,False
2022-04-13,880.0,10355160,436,2,123,561,,23.6,16.78,37.66,1020.02,814.68,True,True,False
2022-04-14,861.0,6810310,-2480,18,-60,-2522,,27.34,20.3,34.68,1020.8,809.6,False,False,False
2022-04-15,832.0,7666989,-3877,175,-369,-4071,,19.13,19.91,30.69,1023.41,799.49,False,False,False
2022-04-18,833.0,4094460,-429,98,8,-324,,16.32,18.72,30.98,1018.57,790.83,True,False,False
2022-04-19,838.0,6379783,-1039,16,-12,-1035,,17.55,18.33,32.53,1011.52,784.78,True,False,False
2022-04-20,856.0,5567216,-1327,658,-22,-691,,29.28,21.98,37.92,1000.34,783.76,True,True,False
2022-04-21,868.0,5096585,-19,850,15,846,,44.37,29.44,41.29,988.09,785.31,False,False,False
2022-04-22,854.0,6109863,-2377,531,59,-1787,,45.94,34.94,38.65,973.44,787.66,False,False,False
2022-04-25,837.0,6665153,-2804,560,-104,-2347,,36.69,35.52,35.68,957.92,789.68,False,False,False
2022-04-26,833.0,7337645,-3229,462,-23,-2791,,29.9,33.65,34.99,939.26,794.54,False,False,False
2022-04-27,808.0,8869795,-2800,214,-134,-2720,,24.82,30.71,31.0,920.14,798.06,False,False,False
2022-04-28,828.0,13045549,-1722,13,125,-1584,,30.33,30.58,37.18,912.05,797.75,False,False,False
2022-04-29,830.0,6766620,-580,-342,-175,-1097,,34.88,32.01,37.78,901.25,800.05,False,True,False
2022-05-03,820.0,8551333,-1486,52,-70,-1504,,33.48,32.5,35.93,891.79,801.01,False,False,False
2022-05-04,829.0,3612614,129,-418,37,-252,,36.54,33.85,38.83,881.14,804.56,False,False,False
2022-05-05,841.0,7049410,-548,13,139,-396,,48.81,38.83,42.56,874.36,807.24,False,False,False
2022-05-06,834.0,5758127,-1199,52,-60,-1207,,54.56,44.08,40.99,873.4,806.6,False,False,False
2022-05-09,813.0,3222122,-1423,17,-90,-1496,,45.9,44.68,36.62,874.16,803.14,False,False,False
2022-05-10,820.0,6325340,-1412,-181,88,-1506,,44.29,44.55,38.96,874.32,801.38,False,False,False
2022-05-11,829.0,3922273,122,-130,67,59,,47.47,45.53,41.92,873.82,800.58,False,True,False
2022-05-12,820.0,4176731,-295,-223,-99,-617,,44.57,45.21,39.84,865.51,802.89,False,False,False
2022-05-13,843.0,4717939,544,31,298,873,,59.5,49.97,47.08,862.31,804.29,False,True,False
2022-05-16,825.0,5271200,-1135,10,58,-1067,,53.7,51.22,42.74,862.2,803.7,False,False,False
2022-05-17,841.0,4072755,253,-15,112,350,,59.19,53.88,47.38,862.82,803.88,False,False,False
2022-05-18,855.0,5519119,1092,70,-80,1083,,71.04,59.6,51.11,865.17,803.23,False,False,False
2022-05-19,845.0,5322227,-163,-64,-73,-301,,73.09,64.1,48.47,863.36,803.94,False,False,False
2022-05-20,846.0,3553014,98,-1,-80,16,,75.04,67.75,48.75,858.26,806.84,False,False,False
2022-05-23,843.0,3264401,406,-23,22,405,,72.25,69.25,47.89,856.21,807.79,False,False,False
2022-05-24,830.0,2984755,-350,9,-31,-373,,56.94,65.14,44.26,855.76,807.54,False,False,False
2022-05-25,843.0,3361816,611,53,185,849,,56.14,62.14,48.47,856.78,807.52,False,False,False
2022-05-26,833.0,3510535,-1019,-38,200,-856,,45.51,56.6,45.62,855.26,811.54,False,False,False
2022-05-27,851.0,3370246,947,50,223,1219,,57.22,56.81,51.19,857.6,811.5,False,True,False
2022-05-30,878.0,5414530,2079,36,195,2310,,71.48,61.7,58.12,866.95,806.95,False,False,False
2022-05-31,905.0,10757306,2092,787,75,2954,,80.99,68.13,63.67,882.89,799.51,False,False,False
2022-06-01,905.0,5422330,-73,23,56,6,,84.61,73.62,63.67,895.03,794.97,False,False,False
2022-06-02,898.0,3955773,45,194,32,271,,84.31,77.19,61.23,903.14,792.56,False,False,False
2022-06-06,905.0,5946507,-1316,85,695,-535,,86.83,80.4,62.77,911.82,790.98,False,False,False
2022-06-07,890.0,5947743,-2924,4,616,-2304,,82.69,81.16,57.5,915.18,795.32,False,False,False
2022-06-08,930.0,10728702,1835,94,811,2739,,87.47,83.27,65.75,926.93,794.57,False,False,False
2022-06-09,924.0,5984203,-2005,57,441,-1507,,87.87,84.8,63.75,935.6,795.4,False,False,False
2022-06-10,930.0,5318503,-1105,7,1109,11,,89.56,86.39,64.9,943.3,798.7,False,False,False
2022-06-13,887.0,9022930,-4830,12,1207,-3611,,69.51,80.76,52.15,944.58,801.82,False,False,False
2022-06-14,880.0,6584136,-2731,9,1084,-1638,,53.11,71.54,50.41,943.66,808.24,False,False,False
2022-06-15,884.0,5067404,-1861,29,860,-972,,44.1,62.4,51.4,943.84,812.36,False,False,False
2022-06-16,873.0,5021856,-704,280,-81,-505,,32.78,52.52,48.52,943.89,814.11,False,False,False
2022-06-17,831.0,13752224,-5803,1457,-137,-4483,,21.85,42.3,39.42,945.01,811.59,False,False,False
2022-06-20,840.0,7147473,-2007,1479,277,-251,,17.45,34.02,41.93,945.37,810.63,False,False,False
2022-06-21,868.0,7646638,-1787,1493,843,549,,23.5,30.51,49.02,944.79,813.71,True,False,False
2022-06-22,807.0,15085390,-6455,1276,1442,-3737,,16.18,25.73,38.11,947.95,808.25,False,False,False
2022-06-23,689.0,32333439,-972,-163,-2278,-3413,,12.24,21.24,26.04,979.48,761.32,True,False,False
2022-06-24,670.0,15415332,-3190,-217,-56,-3463,,8.3,16.92,24.68,1002.89,721.61,True,False,False
2022-06-27,678.0,13100554,-171,30,-446,-587,,6.79,13.55,26.42,1016.65,690.55,True,False,False
2022-06-28,651.0,16972052,-2079,-38,-653,-2769,,5.16,10.75,24.37,1028.15,656.35,True,False,False
2022-06-29,661.0,14778786,-203,-299,-51,-554,,6.51,9.34,26.64,1030.09,630.01,True,False,False
2022-06-30,651.0,10036830,-843,-164,-214,-1221,,5.95,8.21,25.81,1029.26,605.44,True,False,False
2022-07-01,612.0,10444271,-1195,26,-159,-1328,,4.22,6.88,22.81,1030.1,576.0,True,False,False
2022-07-04,611.0,9444092,-901,-123,279,-745,,3.49,5.75,22.74,1025.46,551.24,True,False,False
2022-07-05,615.0,9082053,-702,-291,185,-808,,6.53,6.01,23.79,1018.68,530.52,True,True,False
2022-07-06,605.0,7751766,0,-64,-16,-80,,7.04,6.35,22.95,1002.14,514.56,True,False,False
2022-07-07,636.0,8855162,1377,110,142,1630,,17.96,10.22,31.06,980.46,507.44,True,False,False
2022-07-08,651.0,9192119,2152,113,-211,2054,,34.2,18.21,34.64,952.82,507.18,True,False,False
2022-07-11,637.0,5167336,-87,49,-88,-126,,41.58,26.0,32.92,931.09,503.91,False,False,False
2022-07-12,614.0,7529559,348,-22,-156,170,,36.44,29.48,30.26,908.09,500.31,False,False,False
2022-07-13,634.0,6699944,-552,232,243,-77,,44.85,34.6,35.17,879.17,504.23,False,False,False
2022-07-14,646.0,5577460,523,143,95,761,,57.12,42.11,37.98,848.05,512.65,False,False,False
2022-07-15,648.0,7813312,-267,-43,127,-183,,66.41,50.21,38.46,823.56,518.84,False,False,False
2022-07-18,661.0,7954940,1123,-329,47,842,,71.89,57.44,41.63,792.25,532.25,False,False,False
2022-07-19,662.0,4731512,816,-316,-93,407,,75.79,63.56,41.87,738.79,565.11,False,False,False
2022-07-20,671.0,8248076,1380,-191,-589,600,,77.11,68.07,44.17,693.74,596.56,False,False,False
2022-07-21,716.0,12111113,3078,-100,138,3116,,84.74,73.63,53.95,701.32,591.68,False,False,False
2022-07-22,705.0,8431314,-1275,418,-285,-1143,,85.11,77.45,51.57,708.22,588.28,False,False,False
2022-07-25,688.0,6110219,-1279,33,56,-1190,,78.61,77.84,48.05,709.92,587.58,False,False,False
2022-07-26,681.0,5427846,-49,71,-108,-86,,71.85,75.84,46.63,713.1,587.4,False,False,False
2022-07-27,677.0,6722762,-5,-94,42,-57,,63.56,71.75,45.8,714.88,587.22,False,False,False
2022-07-28,682.0,4804152,928,45,-57,916,,57.4,66.97,47.07,717.91,587.29,False,False,False
2022-07-29,683.0,7074682,661,82,-33,709,,52.41,62.11,47.34,719.87,592.43,False,False,False
2022-08-01,694.0,6498892,929,236,186,1350,,53.52,59.25,50.29,722.43,598.17,False,False,False
2022-08-02,683.0,6232318,-2452,166,-96,-2381,,48.25,55.58,47.42,722.76,604.64,False,False,False
2022-08-03,686.0,3594609,80,90,41,211,,46.37,52.51,48.29,720.65,614.85,False,False,False
2022-08-04,684.0,3502217,-115,99,73,57,,49.96,51.66,47.73,721.31,618.99,False,False,False
2022-08-05,717.0,7340789,3471,125,107,3703,,66.64,56.66,56.7,727.82,619.08,False,True,False
2022-08-08,709.0,5124852,-410,70,-11,-350,,71.65,61.65,54.27,730.79,623.31,False,False,False
2022-08-09,694.0,5387167,-1615,-174,193,-1596,,63.04,62.12,49.94,726.27,635.83,False,False,False
2022-08-10,668.0,6662101,-3447,26,-42,-3463,,42.03,55.42,43.47,722.78,642.72,False,False,False
2022-08-11,670.0,9463374,-1900,-208,44,-2064,,32.11,47.65,44.07,720.64,647.26,False,False,False
2022-08-12,684.0,4506950,1169,-78,68,1159,,33.69,43.0,48.22,718.31,653.19,False,False,False
2022-08-15,706.0,5002381,1117,330,225,1673,,47.61,44.53,53.99,719.56,656.44,False,True,False
2022-08-16,706.0,5593958,390,733,122,1245,,56.88,48.65,53.99,720.23,660.17,False,False,False
2022-08-17,703.0,4721071,-493,46,399,-48,,61.31,52.87,53.05,720.92,662.68,False,False,False
2022-08-18,702.0,4254484,-214,-56,44,-226,,63.68,56.48,52.73,718.38,663.82,False,False,False
2022-08-19,693.0,4994714,-1890,-7,89,-1809,,60.97,57.97,49.75,717.01,663.99,False,False,False
2022-08-22,672.0,5870198,-2378,-108,63,-2423,,46.2,54.05,43.56,717.47,661.93,False,False,False
2022-08-23,676.0,3574827,-156,-20,44,-131,,38.83,48.98,44.96,717.63,661.27,False,False,False
2022-08-24,667.0,4170803,-1581,23,15,-1543,,27.17,41.71,42.41,718.39,659.51,False,False,False
2022-08-25,670.0,3040907,-566,-18,158,-426,,21.32,34.91,43.56,718.86,657.84,False,False,False
2022-08-26,678.0,3037313,392,29,32,452,,22.54,30.79,46.63,718.87,657.33,False,False,False
2022-08-29,653.0,4913425,-2161,30,-64,-2195,,16.14,25.91,39.42,720.42,651.68,False,False,False
2022-08-30,657.0,4614677,-1383,19,4,-1360,,16.02,22.61,40.99,721.49,648.01,True,False,False
