date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,RSI14,BB_upper,BB_lower,KD落入20以下,出現黃金交叉,趨勢向上非鈍化
2023-03-08,298.5,7874680,-860,61,-28,-827,,56.12,44.94,57.72,301.4,285.45,False,False,True
2023-03-09,295.5,4396144,-1516,-130,-131,-1777,,55.42,48.43,53.83,301.34,285.46,False,False,False
2023-03-10,290.0,6629090,-2488,-69,-479,-3036,,47.61,48.16,47.51,301.08,285.12,False,False,False
2023-03-13,292.0,4467466,726,-588,-50,89,,45.07,47.13,49.82,301.08,285.12,False,False,False
2023-03-14,285.0,9230272,-4555,-230,-115,-4900,,31.5,41.92,42.74,301.4,283.9,False,False,False
2023-03-15,289.0,4645723,-116,-105,-139,-360,,28.25,37.36,47.35,301.27,283.53,False,False,False
2023-03-16,286.5,4002454,-587,-827,-38,-1452,,22.45,32.39,44.91,301.24,282.81,False,False,False
2023-03-17,286.5,5073788,-200,-229,-7,-435,,18.59,27.79,44.91,301.22,282.18,False,False,False
2023-03-20,287.5,3047557,-846,-6,33,-820,,18.54,24.71,46.2,300.17,282.08,True,False,False
2023-03-21,293.0,3500799,900,10,58,967,,30.0,26.47,52.71,300.0,282.1,True,True,False
2023-03-22,295.0,3997180,-213,-6,13,-206,,46.19,33.05,54.85,300.0,282.1,False,False,True
2023-03-23,294.5,3933218,-395,-120,-25,-540,,55.8,40.63,54.19,299.49,282.31,False,False,False
2023-03-24,300.5,8182395,3819,458,173,4450,,68.63,49.96,60.36,301.01,281.84,False,False,True
2023-03-27,300.0,6200182,1969,-417,-12,1540,,76.14,58.69,59.64,302.21,281.64,False,False,True
