date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,RSI14,BB_upper,BB_lower,KD落入20以下,出現黃金交叉,趨勢向上非鈍化
2021-12-02,42.55,22274936,3222,-3625,-33,-436,,50.06,49.14,57.91,44.45,40.35,False,False,True
2021-12-03,42.4,19224517,1148,-4031,-1338,-4221,,49.09,49.12,56.64,44.14,40.93,False,False,True
2021-12-06,42.35,14524620,970,-1525,-252,-807,,48.19,48.81,56.19,43.88,41.39,False,False,True
2021-12-07,42.3,12695053,30,-214,-209,-393,,50.25,49.29,55.72,43.73,41.66,False,True,True
2021-12-08,41.95,19377206,-694,-966,-352,-2012,,48.05,48.88,52.42,43.74,41.64,False,False,True
2021-12-09,41.4,15881887,632,0,-391,241,,39.91,45.89,47.64,43.83,41.44,False,False,True
2021-12-10,41.4,11313861,1997,0,1,1998,,34.01,41.93,47.64,43.87,41.25,False,False,True
2021-12-13,41.05,6356101,-1208,0,-65,-1274,,25.76,36.54,44.63,43.93,41.01,False,False,True
2021-12-14,40.1,14904914,-1165,-149,-391,-1704,,17.66,30.25,37.68,44.09,40.55,False,False,True
2021-12-15,40.4,10623153,209,-561,-320,-672,,17.33,25.94,40.81,44.1,40.26,True,False,True
2021-12-16,40.7,9064303,496,-1467,220,-752,,21.25,24.38,43.86,44.08,40.07,True,False,True
2021-12-17,40.35,9043339,920,31,-241,710,,19.62,22.79,41.2,44.11,39.84,False,False,True
2021-12-20,40.3,6149432,-1645,-2,-135,-1782,,17.93,21.17,40.82,43.92,39.7,True,False,True
2021-12-21,41.2,10963573,2581,-4,207,2784,,31.21,24.52,49.81,43.58,39.77,True,True,True
2021-12-22,41.4,13869848,-2402,-847,-128,-3377,,44.06,31.03,51.57,43.38,39.81,False,False,True
2021-12-23,41.35,7453072,550,-7,-195,349,,51.86,37.97,51.09,43.24,39.81,False,False,True
2021-12-24,41.25,6013004,-89,-10,161,62,,55.5,43.82,50.08,43.21,39.79,False,False,True
2021-12-27,41.3,5072505,396,-14,61,443,,58.71,48.78,50.6,43.14,39.77,False,False,True
2021-12-28,41.7,8898154,3305,89,169,3563,,66.16,54.57,54.71,43.06,39.79,False,False,True
2021-12-29,41.85,7325868,-240,-39,32,-247,,73.84,61.0,56.18,42.84,39.89,False,False,True
2021-12-30,42.2,22619220,1954,-9,476,2421,,78.21,66.73,59.49,42.77,39.93,False,False,True
2022-01-03,41.1,17478021,-6160,0,-500,-6660,,60.91,64.79,47.38,42.62,39.95,False,False,True
2022-01-04,41.35,9133926,-721,0,-347,-1068,,47.51,59.03,49.88,42.47,40.0,False,False,True
2022-01-05,41.95,12324085,6516,130,63,6709,,52.36,56.81,55.35,42.4,40.03,False,False,True
2022-01-06,41.5,12183342,-2438,-13,-307,-2758,,45.25,52.96,50.87,42.33,40.05,False,False,True
2022-01-07,40.75,11574055,-3108,59,-252,-3301,,31.97,45.96,44.41,42.31,40.01,False,False,False
2022-01-10,40.45,10022198,-2413,217,-405,-2601,,27.31,39.74,42.1,42.3,39.92,False,False,False
2022-01-11,39.75,14345462,-5336,-4,-793,-6133,,20.99,33.49,37.25,42.38,39.71,False,False,False
2022-01-12,40.05,10223189,-1014,14,-527,-1527,,21.8,29.6,40.42,42.39,39.7,False,False,False
2022-01-13,40.15,13938518,841,6,507,1354,,23.68,27.62,41.48,42.4,39.66,False,False,False
2022-01-14,39.45,12672073,-4979,23,-489,-5446,,17.64,24.29,36.57,42.51,39.43,False,False,False
2022-01-17,40.6,7729832,3880,-1,419,4298,,27.81,25.46,47.56,42.51,39.46,True,True,False
2022-01-18,40.4,7044159,2010,130,176,2317,,32.64,27.86,46.06,42.5,39.47,False,False,False
2022-01-19,40.2,6289536,1531,-15,22,1538,,34.8,30.17,44.55,42.49,39.39,False,False,False
2022-01-20,40.05,6491639,-1531,27,-41,-1545,,36.72,32.35,43.41,42.45,39.29,False,False,False
2022-01-21,39.35,10422195,-3412,22,-269,-3659,,26.23,30.31,38.43,42.47,39.07,False,False,False
2022-01-24,38.65,19243694,-2492,-7217,-86,-9796,,22.57,27.73,34.21,42.57,38.71,False,False,False
2022-01-25,38.6,16069657,28,2194,-122,2099,,19.57,25.01,33.92,42.61,38.4,False,False,False
2022-01-26,41.0,76919307,15064,71,384,15518,,38.62,29.55,53.89,42.51,38.43,True,True,False
2022-02-07,41.0,39366277,-3281,135,-505,-3651,,48.51,35.87,53.89,42.38,38.47,False,False,False
2022-02-08,42.1,25364092,9690,654,1052,11396,,64.05,45.26,60.28,42.36,38.48,False,False,True
2022-02-09,42.2,17334607,1642,41,94,1778,,74.44,54.99,60.81,42.55,38.4,False,False,True
2022-02-10,42.9,35257685,10252,2686,1150,14088,,82.27,64.08,64.4,42.87,38.24,False,False,True
2022-02-11,43.55,47690206,22212,1543,779,24534,,85.86,71.34,67.38,43.25,38.02,False,False,True
2022-02-14,42.85,20896917,7079,118,-1728,5469,,84.2,75.63,61.41,43.47,37.93,False,False,True
2022-02-15,42.9,18025312,-540,1917,222,1599,,83.38,78.21,61.67,43.75,37.87,False,False,True
2022-02-16,43.25,20430734,4285,805,88,5178,,83.01,79.81,63.53,44.08,37.82,False,False,True
2022-02-17,44.65,89759643,27325,4816,5733,37874,,85.93,81.85,69.84,44.67,37.72,False,False,True
2022-02-18,45.1,48977030,2170,1598,1417,5185,,90.21,84.64,71.55,45.29,37.6,False,False,True
2022-02-21,44.7,24447259,7479,3903,-2685,8698,,89.0,86.09,67.88,45.73,37.62,False,False,True
2022-02-22,44.15,28428082,7442,1359,-509,8292,,81.17,84.45,63.08,45.97,37.85,False,False,True
2022-02-23,44.2,16470547,2985,49,54,3088,,76.53,81.81,63.33,46.22,37.96,False,False,True
2022-02-24,43.1,36228188,3328,5564,-2404,6488,,60.79,74.8,54.47,46.3,38.15,False,False,False
2022-02-25,43.5,20552507,3386,358,412,4156,,52.29,67.3,56.84,46.38,38.4,False,False,False
2022-03-01,44.2,17578395,2693,176,559,3428,,55.78,63.46,60.69,46.51,38.69,False,False,True
2022-03-02,44.05,11742532,664,97,-51,710,,56.14,61.02,59.46,46.48,39.19,False,False,True
2022-03-03,45.0,33227420,8793,1026,1202,11021,,68.8,63.61,64.36,46.34,39.96,False,True,True
2022-03-04,44.6,17023586,-1146,276,-747,-1617,,73.08,66.77,61.02,45.88,41.02,False,False,True
2022-03-07,43.4,29281532,901,4882,-1081,4702,,63.0,65.51,52.25,45.71,41.43,False,False,True
2022-03-08,41.55,25214201,-4804,227,-1380,-5957,,42.0,57.68,42.18,45.6,41.59,False,False,False
2022-03-09,41.5,13738797,-5748,448,-280,-5580,,30.63,48.66,41.94,45.68,41.45,False,False,False
2022-03-10,42.2,13186830,910,-2127,418,-799,,29.19,42.17,46.45,45.68,41.45,False,False,False
2022-03-11,41.25,14573844,-2515,-1629,-693,-4837,,19.9,34.75,41.72,45.83,41.14,False,False,False
2022-03-14,41.7,10903505,509,-690,-102,-283,,17.65,29.05,44.59,45.87,40.92,True,False,False
2022-03-15,40.5,15693257,-1836,-215,-599,-2650,,11.77,23.29,39.06,46.06,40.49,True,False,False
2022-03-16,40.4,11121290,-2639,179,-493,-2953,,10.51,19.03,38.62,46.22,40.08,True,False,False
2022-03-17,41.95,14971878,4813,1,626,5440,,23.46,20.51,48.16,46.2,39.97,True,True,True
2022-03-18,42.45,13480485,2353,15,-219,2150,,37.42,26.15,50.82,46.01,39.94,False,False,True
2022-03-21,42.25,7752718,-1756,18,-348,-2086,,52.72,35.01,49.72,45.71,39.95,False,False,True
2022-03-22,42.25,4657872,1215,16,-112,1119,,62.93,44.31,49.72,45.46,39.96,False,False,True
2022-03-23,42.3,7020022,906,23,28,957,,70.35,52.99,50.03,45.29,39.95,False,False,True
2022-03-24,41.85,8774376,2377,-136,-462,1779,,69.74,58.57,47.19,45.08,39.92,False,False,False
2022-03-25,41.25,11265931,2906,-480,-120,2306,,61.92,59.69,43.63,45.03,39.79,False,False,False
2022-03-28,41.2,7452925,1774,21,77,1873,,56.1,58.49,43.33,44.91,39.67,False,False,False
2022-03-29,40.6,11825994,-3168,-1046,-119,-4333,,39.62,52.2,39.87,44.68,39.55,False,False,False
2022-03-30,40.5,11758989,-2947,-1476,142,-4281,,29.81,44.74,39.3,44.42,39.45,False,False,False
2022-03-31,40.1,12456547,1668,-2139,-270,-741,,19.88,36.45,37.04,43.85,39.53,False,False,False
2022-04-01,40.35,12617053,-1204,-1074,-198,-2475,,22.11,31.67,39.39,43.23,39.72,True,False,False
2022-04-06,39.45,13913706,-8219,-231,117,-8334,,16.21,26.52,34.42,43.01,39.55,False,False,False
2022-04-07,39.35,11095524,-2928,3703,33,808,,13.49,22.17,33.91,43.1,39.24,True,False,False
2022-04-08,39.9,12328683,-5178,3273,-168,-2073,,19.66,21.34,39.26,43.09,39.09,True,False,False
2022-04-11,39.75,14332515,-1949,3282,-235,1098,,22.14,21.6,38.35,42.98,38.95,True,True,False
2022-04-12,38.75,14318571,-4168,-79,72,-4174,,16.48,19.9,32.87,43.08,38.6,False,False,False
2022-04-13,39.9,11262045,-1702,67,637,-998,,28.27,22.69,42.96,42.99,38.51,True,True,False
2022-04-14,38.8,12922604,-6135,-855,-874,-7864,,23.39,22.92,37.2,43.07,38.26,False,False,False
2022-04-15,38.2,9496756,-1893,169,-500,-2224,,15.6,20.48,34.48,43.2,37.91,False,False,False
2022-04-18,38.4,6317169,-238,74,55,-109,,19.24,20.07,36.16,43.11,37.65,True,False,False
2022-04-19,39.0,8113314,1979,5,211,2195,,29.83,23.32,41.02,42.82,37.6,True,True,False
2022-04-20,40.45,17773051,7035,59,1176,8270,,53.22,33.29,50.79,42.55,37.69,False,False,False
2022-04-21,40.05,8793740,-2526,2006,-494,-1014,,63.88,43.49,48.41,42.22,37.79,False,False,False
2022-04-22,39.8,6549026,-1131,527,54,-550,,67.89,51.62,46.93,41.82,37.95,False,False,False
2022-04-25,38.15,12858666,-4370,-2160,-505,-7034,,50.2,51.15,38.55,41.54,37.85,False,False,False
2022-04-26,38.0,10601726,-5481,589,81,-4811,,36.55,46.28,37.88,41.38,37.69,False,False,False
2022-04-27,38.25,24863317,-6139,-1999,17,-8120,,36.45,43.0,39.74,41.14,37.64,False,False,False
2022-04-28,37.75,17397446,-9043,144,-448,-9347,,31.54,39.18,37.34,41.04,37.45,False,False,False
2022-04-29,38.2,15142145,2267,2,122,2391,,32.62,37.0,40.81,40.89,37.37,False,False,False
2022-05-03,38.3,7222322,-311,23,20,-268,,34.31,36.1,41.58,40.77,37.31,False,False,False
2022-05-04,38.4,4805279,-1268,10,66,-1192,,36.6,36.27,42.4,40.58,37.31,False,True,False
2022-05-05,39.2,10364119,1375,-85,95,1385,,47.68,40.07,48.56,40.55,37.31,False,False,False
2022-05-06,38.35,8477010,-2487,0,-131,-2618,,49.79,43.31,43.26,40.51,37.25,False,False,False
2022-05-09,37.6,7779669,-2008,2,-80,-2086,,41.19,42.6,39.2,40.42,37.11,False,False,False
2022-05-10,37.95,6541139,854,-23,520,1351,,42.01,42.4,41.94,40.3,37.05,False,False,False
2022-05-11,37.6,6095842,-362,-21,-141,-525,,38.31,41.04,40.0,40.31,36.93,False,False,False
2022-05-12,37.4,6774702,-51,-28,12,-67,,33.42,38.5,38.89,40.15,36.83,False,False,False
2022-05-13,38.0,4764440,741,124,157,1022,,37.43,38.14,43.91,40.12,36.78,False,False,False
2022-05-16,38.35,6535278,696,5,166,867,,44.35,40.21,46.66,40.13,36.79,False,True,False
2022-05-17,38.9,6558690,1179,9,480,1668,,55.63,45.35,50.75,40.16,36.81,False,False,False
2022-05-18,39.2,7252904,1367,1,17,1385,,66.25,52.32,52.87,40.19,36.8,False,False,False
2022-05-19,39.75,11949548,7398,-4,482,7876,,77.5,60.71,56.57,40.0,36.92,False,False,False
2022-05-20,39.3,7638209,-229,0,-656,-885,,78.23,66.55,52.91,39.84,37.01,False,False,False
2022-05-23,39.3,4112071,904,0,-31,873,,77.61,70.24,52.91,39.72,37.07,False,False,False
2022-05-24,38.7,5137380,-150,-17,-304,-471,,69.64,70.04,48.11,39.75,37.1,False,False,False
2022-05-25,38.95,3760600,773,2,362,1137,,64.26,68.11,50.14,39.8,37.14,False,False,False
2022-05-26,38.6,3023986,-498,-23,-91,-611,,49.7,61.97,47.34,39.82,37.16,False,False,False
2022-05-27,39.0,3481402,-542,-2,61,-483,,46.04,56.66,50.72,39.85,37.25,False,False,False
2022-05-30,39.45,8934143,-1169,-224,124,-1269,,53.27,55.53,54.28,39.96,37.27,False,False,False
2022-05-31,39.5,5715056,1483,-481,27,1029,,59.17,56.74,54.67,40.07,37.28,False,True,False
2022-06-01,39.6,5321331,1255,-27,-59,1169,,64.73,59.41,55.49,40.18,37.29,False,False,False
2022-06-02,40.75,24846346,-321,365,1217,1261,,73.16,63.99,63.65,40.51,37.12,False,False,False
2022-06-06,40.7,9639059,702,-11,-643,48,,78.1,68.7,63.11,40.81,37.05,False,False,False
2022-06-07,40.5,4121918,14,-10,-2,2,,78.74,72.04,60.88,40.97,37.18,False,False,False
2022-06-08,39.9,17059380,-2732,-17,59,-2690,,70.55,71.54,54.64,41.02,37.32,False,False,False
2022-06-09,39.5,4467620,-314,-10,-216,-540,,57.64,66.91,50.89,40.96,37.57,False,False,False
2022-06-10,39.1,6071593,-202,0,-33,-235,,43.61,59.14,47.39,40.81,37.9,False,False,False
2022-06-13,38.0,9120195,-1758,-283,-422,-2463,,29.07,49.12,39.38,40.81,37.9,False,False,False
2022-06-14,38.45,8950601,631,-442,22,212,,28.43,42.22,43.58,40.8,37.92,False,False,False
2022-06-15,38.15,6594900,-977,4,-23,-997,,25.14,36.53,41.52,40.85,37.79,False,False,False
2022-06-16,37.8,7033441,638,10,-171,477,,19.62,30.89,39.18,40.92,37.58,False,False,False
2022-06-17,37.8,18069794,202,-424,-586,-808,,22.38,28.06,39.18,40.93,37.38,True,False,False
2022-06-20,36.7,9425867,1303,-255,-223,825,,16.68,24.26,32.52,41.11,36.94,False,False,False
2022-06-21,37.3,8578197,-1464,-930,377,-2017,,19.08,22.53,38.65,41.14,36.71,True,False,False
2022-06-22,35.7,13878439,-2118,-79,-140,-2337,,15.75,20.27,30.65,41.42,36.13,True,False,False
2022-06-23,35.25,7447541,-809,-679,320,-1168,,12.19,17.58,28.84,41.66,35.51,True,False,False
2022-06-24,36.0,6610750,895,-68,366,1193,,16.14,17.1,35.65,41.74,35.17,True,False,False
2022-06-27,36.8,5719175,490,3,366,859,,25.53,19.91,42.03,41.7,34.99,True,True,False
2022-06-28,36.2,2770851,119,-218,-231,-330,,26.72,22.18,38.91,41.63,34.74,False,False,False
2022-06-29,36.5,4371608,945,2,-37,910,,35.39,26.58,41.26,41.5,34.57,False,False,False
2022-06-30,35.5,15588146,-1113,-4,-277,-1394,,34.38,29.18,36.26,41.39,34.27,False,False,False
2022-07-01,32.5,16899538,-2271,23,141,-2107,,23.26,27.21,26.07,41.43,33.4,False,False,False
2022-07-04,32.2,7364221,-2072,2,163,-1907,,16.18,23.53,25.3,41.33,32.65,False,False,False
2022-07-05,31.25,22823681,1100,-3713,-105,-2718,,14.17,20.41,23.0,41.25,31.81,True,False,False
2022-07-06,29.7,25247803,-1178,-2904,-16,-4098,,10.76,17.19,19.83,41.37,30.67,True,False,False
2022-07-07,30.45,9509741,468,121,732,1322,,11.78,15.39,25.2,41.2,29.93,True,False,False
2022-07-08,31.0,13546460,345,-3658,581,-2732,,14.96,15.25,28.97,40.89,29.43,True,False,False
2022-07-11,31.0,8162902,-1021,31,2141,1151,,17.38,15.96,28.97,40.66,28.96,True,True,False
2022-07-12,29.3,19270822,-4520,-2592,-529,-7641,,11.84,14.59,24.54,40.44,28.27,True,False,False
2022-07-13,29.0,15821569,6552,3,-1199,5355,,10.88,13.35,23.85,40.15,27.64,True,False,False
2022-07-14,29.25,11138046,-1966,-2251,311,-3907,,14.25,13.65,25.73,39.77,27.17,True,True,False
2022-07-15,30.3,13262579,360,-39,633,954,,24.09,17.13,33.19,39.2,26.99,True,False,False
2022-07-18,30.45,8655392,-1843,-79,261,-1661,,37.49,23.91,34.21,38.75,26.82,False,False,False
2022-07-19,31.25,8995625,2420,-6,299,2713,,54.04,33.96,39.5,38.08,26.88,False,False,False
2022-07-20,32.1,14842645,1293,701,-60,1934,,65.57,44.49,44.6,37.69,26.91,False,False,False
2022-07-21,32.35,8243378,1143,-1583,-421,-861,,75.15,54.71,46.04,37.37,26.94,False,False,False
2022-07-22,32.55,7084996,397,146,-107,436,,83.06,64.16,47.22,36.88,27.09,False,False,False
2022-07-25,32.2,5940438,162,6,-149,19,,85.67,71.33,45.35,36.1,27.41,False,False,False
2022-07-26,31.55,6228224,155,22,-373,-196,,82.49,75.05,42.01,35.33,27.71,False,False,False
2022-07-27,32.85,35162701,-3140,-5345,722,-7763,,80.23,76.78,49.94,34.42,28.26,False,False,False
2022-07-28,32.5,14127021,-387,-2,-834,-1223,,73.57,75.71,48.03,33.65,28.73,False,False,False
2022-07-29,32.65,8767492,-1858,12,290,-1556,,70.33,73.92,48.93,33.67,28.72,False,False,False
2022-08-01,33.1,9955521,947,13,-6,954,,67.01,71.61,51.63,33.82,28.66,False,False,False
2022-08-02,32.05,10239396,-4316,21,-371,-4666,,51.59,64.94,45.58,33.89,28.67,False,False,False
2022-08-03,32.05,5245960,-744,39,-52,-757,,41.31,57.07,45.58,33.92,28.88,False,False,False
2022-08-04,32.15,7323219,-1346,154,297,-896,,35.72,49.95,46.27,33.98,28.98,False,False,False
2022-08-05,33.05,8792711,1495,528,1231,3254,,43.31,47.74,52.2,34.17,29.0,False,False,False
2022-08-08,33.5,10771270,-948,32,146,-770,,53.54,49.67,54.88,34.41,29.01,False,True,False
2022-08-09,32.1,17847063,-4983,-2156,-323,-7462,,43.59,47.64,46.2,34.31,29.39,False,False,False
2022-08-10,31.15,15652552,-1879,-2127,-1255,-5261,,29.74,41.67,41.41,34.05,29.87,False,False,False
2022-08-11,32.75,15406640,8629,11,1249,9889,,42.27,41.87,50.68,33.82,30.45,False,True,False
2022-08-12,33.45,12331700,1211,-9,-125,1077,,60.16,47.97,54.1,33.84,30.74,False,False,False
2022-08-15,33.45,6487497,-792,22,-25,-795,,70.82,55.59,54.1,33.81,31.07,False,False,False
2022-08-16,33.25,6665387,944,-2161,2,-1215,,74.78,61.98,52.89,33.83,31.25,False,False,False
2022-08-17,32.8,9803172,492,-2621,-22,-2151,,71.65,65.21,50.16,33.85,31.3,False,False,False
2022-08-18,32.7,8013499,1601,-1999,-264,-662,,68.28,66.23,49.54,33.87,31.32,False,False,False
2022-08-19,33.3,6690145,1961,-360,818,2419,,73.72,68.73,53.23,33.94,31.32,False,False,False
2022-08-22,33.15,3714728,379,17,-1,395,,75.43,70.96,52.2,33.99,31.36,False,False,False
2022-08-23,32.85,3390235,-594,37,-428,-985,,70.13,70.68,50.12,33.95,31.54,False,False,False
2022-08-24,32.55,6007783,-1686,-238,-378,-2302,,54.53,65.3,48.06,33.93,31.52,False,False,False
2022-08-25,32.9,2821844,761,23,276,1059,,51.91,60.84,50.61,33.95,31.54,False,False,False
2022-08-26,33.4,10143306,389,16,356,761,,61.27,60.98,54.09,34.02,31.55,False,True,False
2022-08-29,32.6,5821501,-2072,67,-402,-2407,,49.74,57.23,48.24,33.99,31.53,False,False,False
2022-08-30,32.7,3259919,36,15,-154,-103,,44.27,52.91,48.98,33.98,31.61,False,False,False
2022-08-31,32.95,3634777,795,16,82,893,,44.99,50.27,50.88,33.97,31.7,False,False,False
2022-09-01,32.8,2998740,474,10,-466,17,,41.9,47.48,49.68,33.96,31.78,False,False,False
2022-09-02,32.3,4273700,-2025,21,83,-1921,,27.93,40.96,45.82,33.94,31.72,False,False,False
2022-09-05,31.7,5245497,-1280,48,-466,-1698,,20.21,34.05,41.64,33.92,31.57,False,False,False
2022-09-06,31.0,6030149,-2192,49,-312,-2455,,13.47,27.19,37.36,34.07,31.3,False,False,False
