date,close,volume,外資,投信,自營商,三大法人合計(張),融資增減(張),K,D,KD落入20以下,出現黃金交叉,趨勢向上非鈍化,新手投資建議
2022-06-28,497.5,16867955,-904,453,194,-257,,25.64,16.54,True,False,False,⭐ 弱勢反彈
2022-06-29,491.0,33124986,-3355,1283,-476,-2548,,26.62,19.9,False,False,False,❌ 空頭或無訊號
2022-06-30,476.0,49820824,-11499,-97,-644,-12240,,17.74,19.18,False,False,False,❌ 空頭或無訊號
2022-07-01,453.5,72597018,-10264,283,2854,-7127,,12.45,16.94,True,False,False,⭐ 弱勢反彈
2022-07-04,440.0,61206245,-5639,284,3296,-2059,,8.3,14.06,True,False,False,⭐ 弱勢反彈
2022-07-05,446.0,55469884,5273,-59,2309,7522,,11.47,13.2,True,False,False,⭐ 弱勢反彈
2022-07-06,435.5,42156925,1722,-256,242,1708,,8.79,11.73,True,False,False,⭐ 弱勢反彈
2022-07-07,457.5,50984110,15562,352,775,16689,,17.05,13.5,True,True,False,⭐⭐ 偏多觀察
2022-07-08,467.0,39134398,4084,244,-38,4290,,28.28,18.43,True,False,False,⭐ 弱勢反彈
2022-07-11,462.0,22930675,4851,301,-253,4899,,33.61,23.49,False,False,False,❌ 空頭或無訊號
2022-07-12,449.5,24155935,926,-34,-534,359,,32.69,26.55,False,False,False,❌ 空頭或無訊號
2022-07-13,470.5,48134139,6820,266,2851,9937,,52.28,35.13,False,False,False,❌ 空頭或無訊號
2022-07-14,475.0,34014188,-6541,616,1646,-4280,,66.31,45.52,False,False,False,❌ 空頭或無訊號
2022-07-15,492.5,56039339,4937,305,846,6087,,76.72,55.92,False,False,False,❌ 空頭或無訊號
2022-07-18,495.5,40797601,-863,-121,-401,-1385,,82.91,64.92,False,False,False,❌ 空頭或無訊號
2022-07-19,491.0,20554247,-1170,11,411,-748,,84.44,71.42,False,False,False,❌ 空頭或無訊號
2022-07-20,495.0,36862724,484,284,115,883,,84.64,75.83,False,False,False,❌ 空頭或無訊號
2022-07-21,501.0,23893063,6264,86,-42,6309,,88.51,80.06,False,False,False,❌ 空頭或無訊號
2022-07-22,503.0,26904474,6388,-354,-631,5403,,91.14,83.75,False,False,False,❌ 空頭或無訊號
2022-07-25,499.5,16803972,2425,375,-230,2571,,89.73,85.75,False,False,False,❌ 空頭或無訊號
2022-07-26,495.0,19524143,731,474,-325,879,,85.22,85.57,False,False,False,❌ 空頭或無訊號
2022-07-27,502.0,18411136,3058,98,15,3171,,86.57,85.9,False,True,False,⭐ 弱勢反彈
2022-07-28,501.0,35020547,5337,862,200,6400,,79.2,83.67,False,False,False,❌ 空頭或無訊號
2022-07-29,509.0,30632627,8460,568,167,9195,,84.71,84.02,False,True,False,⭐ 弱勢反彈
2022-08-01,504.0,24991291,-7028,1361,1116,-4551,,79.28,82.44,False,False,False,❌ 空頭或無訊號
2022-08-02,492.0,42669591,-9402,626,243,-8533,,58.28,74.39,False,False,False,❌ 空頭或無訊號
2022-08-03,501.0,29838832,4487,300,249,5037,,58.23,69.0,False,False,False,❌ 空頭或無訊號
2022-08-04,500.0,26589086,661,187,-278,569,,56.65,64.89,False,False,False,❌ 空頭或無訊號
2022-08-05,516.0,35052642,17487,1096,672,19255,,71.1,66.96,False,True,True,⭐⭐ 偏多觀察
2022-08-08,512.0,20568971,-3007,320,458,-2229,,75.89,69.93,False,False,True,⭐ 弱勢反彈
2022-08-09,510.0,24370709,-6922,255,549,-6118,,76.65,72.17,False,False,False,❌ 空頭或無訊號
2022-08-10,500.0,22112239,-11996,418,-486,-12064,,65.04,69.8,False,False,False,❌ 空頭或無訊號
2022-08-11,514.0,24906177,7683,236,170,8089,,74.27,71.29,False,True,False,⭐ 弱勢反彈
2022-08-12,517.0,21343450,5029,-31,139,5137,,81.72,74.76,False,False,False,❌ 空頭或無訊號
2022-08-15,523.0,22519886,3003,1843,148,4994,,86.74,78.75,False,False,False,❌ 空頭或無訊號
2022-08-16,525.0,21234122,-524,1200,913,1589,,90.08,82.53,False,False,False,❌ 空頭或無訊號
2022-08-17,527.0,28461939,-1843,362,1813,332,,93.39,86.15,False,False,True,⭐ 弱勢反彈
